자원명,관리기관구분,시도,군구,경도,위도
군위문화회관주차장,지방자치단체,경상북도,군위군,128.573938,36.237268
군위시장 공영주차장,지방자치단체,경상북도,군위군,128.56706,36.240886
군위읍사무소주차장,지방자치단체,경상북도,군위군,128.340751,36.142405
군위중학교우보분교장,교육청,경상북도,군위군,128.6670322,36.18751784
군위초등학교 앞 주차장,지방자치단체,경상북도,군위군,128.568586,36.237496
군자도서관,지방자치단체,경기도,시흥시,126.7851906,37.3456379
군자동주민센터,지방자치단체,경기도,시흥시,126.7850261,37.34001257
군자디지털과학고등학교,교육청,경기도,시흥시,126.7860428,37.35053779
군자중학교,교육청,경기도,시흥시,126.7840568,37.35125546
군자초,교육청,서울특별시,동대문구,127.0605233,37.56412232
군청 밑 안산공원 주차장,지방자치단체,강원도,영월군,128.4620204,37.1837926
군청 앞 공영주차장,지방자치단체,경상북도,칠곡군,128.4009031,35.9939565
군청 앞 주차장,지방자치단체,강원도,평창군,128.3892721,37.36996829
군청 앞(읍사무소),지방자치단체,전라북도,고창군,126.7027495,35.43471914
군청뒷편 주차장,지방자치단체,경상남도,남해군,127.891944,34.838802
군청-배섬노상주차장,지방자치단체,경상남도,하동군,127.753114,35.065329
군청앞 경천주차장,지방자치단체,전라북도,순창군,127.137156,35.373798
군청앞 노상주차장,지방자치단체,강원도,평창군,128.391181,37.37002785
군청앞 도로변 주차장,지방자치단체,경상남도,남해군,127.893248,34.837617
군청앞진도화원앞 공영주차장,지방자치단체,충청남도,예산군,126.830359,36.683797
군청제2주차장,지방자치단체,전라북도,고창군,126.7008803,35.43555671
군청차고 옆,지방자치단체,전라남도,장흥군,126.9057463,34.68157347
군청후문노상주차장,지방자치단체,경상북도,의성군,128.686793,36.352941
군포1동 주민센터,지방자치단체,경기도,군포시,126.9455589,37.35361204
군포e비즈니스고등학교,교육청,경기도,군포시,126.9185422,37.36305308
군포고가교밑1,지방자치단체,경기도,군포시,126.94921,37.35497233
군포고가교밑2,지방자치단체,경기도,군포시,126.9498669,37.3547961
군포국민체육센터/복합생활스포츠타운,지방자치단체,경기도,군포시,126.9364804,37.33876324
군포로 노상주차장,지방자치단체,경기도,군포시,126.9386562,37.3745859
군포문화예술회관,지방자치단체,경기도,군포시,126.9274827,37.36577234
군포보건소,지방자치단체,경기도,군포시,126.9254149,37.33304803
군포산업진흥원,지방자치단체,경기도,군포시,126.9429153,37.32569678
군포시청(민원인 전용),지방자치단체,경기도,군포시,126.9353158,37.36102307
군포신기초등학교,교육청,경기도,군포시,126.9327812,37.33864487
군포양정초등학교,교육청,경기도,군포시,126.9406945,37.35930627
군포역1길공영주차장,지방자치단체,경기도,군포시,126.9468061,37.35347529
군포역환승공영주차장,지방자치단체,경기도,군포시,126.9478989,37.35300688
군포중앙고등학교,교육청,경기도,군포시,126.9372177,37.32397274
군포중학교,교육청,경기도,군포시,126.9449292,37.35790182
군포초등학교,교육청,경기도,군포시,126.9419284,37.34823766
군포화산초등학교,교육청,경기도,군포시,126.934562,37.35326066
굴포천1차,지방자치단체,인천광역시,부평구,126.724307,37.493116
궁거랑공영주차장,지방자치단체,울산광역시,남구,129.267033,35.550925
궁내동 주민센터,지방자치단체,경기도,군포시,126.9218479,37.35965817
궁동공영주차장,지방자치단체,광주광역시,동구,126.9193654,35.15096516
궁말마을입구,지방자치단체,경기도,과천시,127.0080799,37.4407698
궁촌동 쌈지주차장,지방자치단체,충청남도,보령시,126.5960585,36.3437464
궁평리 공한지 주차장,지방자치단체,충청북도,청주시,127.3346873,36.6235181
궁항초등학교,교육청,경상남도,하동군,127.7959797,34.97131127
권선고등학교,교육청,경기도,수원시,127.0333651,37.25278194
권선구보건소,지방자치단체,경기도,수원시,126.9711297,37.2587428
권선구청,지방자치단체,경기도,수원시,126.9724145,37.2576833
권선중학교,교육청,경기도,수원시,127.0171235,37.24884036
권선지하,지방자치단체,경기도,수원시,127.0188194,37.2590627
귀빈예식장동편주차장,지방자치단체,대구광역시,동구,128.6265466,35.87072982
귀산동 505-1 공영주차장,지방자치단체,경상남도,창원시,128.6109272,35.1639854
규암시장주차장,지방자치단체,충청남도,부여군,126.889376,36.273497
규암주차장,지방자치단체,충청남도,부여군,126.890125,36.274891
규암초등학교,교육청,충청남도,부여군,126.8807696,36.27571146
그레이스호텔앞 주차장,지방자치단체,경기도,과천시,126.992002,37.4276869
그린빌라 앞,지방자치단체,광주광역시,동구,126.9352463,35.12035539
그린장 앞 주차장,지방자치단체,강원도,화천군,127.705559,38.103521
극동공업사 건너편,지방자치단체,강원도,영월군,128.4755013,37.1792463
극장통주차장,지방자치단체,전라남도,강진군,126.770101,34.6406824
근남초등학교,교육청,강원도,철원군,127.4700985,38.23838379
근로자시민문화센터옆,지방자치단체,경기도,안산시,126.812024,37.335225
근로자종합복지회관,지방자치단체,경상북도,구미시,128.3840046,36.10502248
근영여고 앞,지방자치단체,전라북도,전주시,127.1234241,35.81717219
근흥초등학교,교육청,충청남도,태안군,126.2278942,36.71455656
글벗유치원,교육청,세종특별자치시,-,127.298002,36.4873256
금강로379번길 노상주차장,지방자치단체,경상남도,창원시,128.6018802,35.25922471
금강유역환경청,중앙행정기관,대전광역시,유성구,127.3687128,36.3706361
금강유원지주차장,지방자치단체,충청남도,논산시,127.0053464,36.15786628
금강정 주차장,지방자치단체,강원도,영월군,128.4759049,37.1859553
금계중학교,교육청,경상북도,영주시,128.523823,36.8858759
금계초등학교,교육청,경기도,고양시,126.7843119,37.649601
금곡 제1공영주차장,지방자치단체,경기도,남양주시,127.1983206,37.63265
금곡고등학교,교육청,경기도,남양주시,127.2129487,37.63309159
금곡노상 제1공영주차장,지방자치단체,경기도,남양주시,127.2160517,37.6362057
금곡노상 제2공영주차장,지방자치단체,경기도,남양주시,127.2135857,37.63603306
금곡노상 제3공영주차장,지방자치단체,경기도,남양주시,127.2064742,37.63311738
금곡노상 제4공영주차장,지방자치단체,경기도,남양주시,127.2043773,37.6277059
금곡노상 제7공영주차장,지방자치단체,경기도,남양주시,127.2078808,37.6333832
금곡노상 제8공영주차장,지방자치단체,경기도,남양주시,127.211713,37.6343063
금곡노외주차장,지방자치단체,충청남도,논산시,127.0976687,36.1153452
금곡도서관,지방자치단체,부산광역시,북구,129.016655,35.263114
금곡동,지방자치단체,경기도,성남시,127.106823,37.35081595
금곡동 133-13 마을공동주차장,지방자치단체,경상북도,안동시,128.7199125,36.5710396
금곡동 3-31 노상주차장,지방자치단체,경상북도,안동시,128.7219779,36.5712289
금곡동 주민센터,지방자치단체,경기도,수원시,126.9521896,37.27273093
금곡동주민센터,지방자치단체,부산광역시,북구,129.012812,35.250074
금곡윗1길 마을공동주차장,지방자치단체,경상북도,안동시,128.7216426,36.5711039
금곡초등학교,교육청,경상남도,진주시,128.1852532,35.0900106
금곡초등학교,교육청,부산광역시,북구,129.0170467,35.26181709
금곡초등학교 주차장,교육청,충청남도,아산시,127.0406298,36.75001577
금광2동제1,지방자치단체,경기도,성남시,127.1643888,37.447853
금광공영,지방자치단체,경기도,성남시,127.1665088,37.4462361
금광아파트 옆 주차장,지방자치단체,경기도,양주시,127.0488216,37.81814271
금광초등학교,교육청,강원도,강릉시,128.9136603,37.70383186
금교초등학교,교육청,경기도,남양주시,127.1616115,37.61427588
금구천 하상주차장,지방자치단체,충청북도,옥천군,127.566947,36.299758
금구초등학교,교육청,광주광역시,광산구,126.8154955,35.17608683
금구향교주차장,지방자치단체,전라북도,김제시,127.011077,35.773107
금나래초,교육청,서울특별시,금천구,126.8962056,37.45823
금난맨션앞,지방자치단체,전라북도,정읍시,126.8679895,35.56216221
금남면사무소,지방자치단체,세종특별자치시,-,127.2802868,36.46373697
금남주차장,지방자치단체,경상남도,하동군,127.858827,34.950497
금남중학교,교육청,경상남도,하동군,127.8395655,34.98640295
금남초등학교,교육청,경기도,남양주시,127.3620146,37.64368647
금당광고 앞 주차장,지방자치단체,강원도,평창군,128.4623952,37.5015933
금당로 노상주차장,지방자치단체,경기도,군포시,126.943673,37.35704597
금당초등학교,교육청,경기도,여주시,127.6054844,37.19676315
금당초등학교 주차장 및 운동장,교육청,충청남도,홍성군,126.7244302,36.56855942
금동아파트 옆,지방자치단체,전라북도,남원시,127.374174,35.404885
금동초,교육청,서울특별시,금천구,126.9163989,37.44773848
금동초등학교,교육청,경상남도,김해시,129.1699875,35.41239564
금릉공영주차장,지방자치단체,충청북도,충주시,127.9252972,36.9887763
금릉우체국 후편 주차장,지방자치단체,충청북도,충주시,127.927231,36.990455
금릉중학교,교육청,경기도,파주시,126.7729649,37.75152649
금릉초등학교 주차장,교육청,경상북도,김천시,128.0921888,36.1394553
금마 독림만세공원,지방자치단체,강원도,영월군,128.2616858,37.2378598
금마중학교,교육청,충청남도,홍성군,126.7232399,36.62074389
금마초등학교,교육청,충청남도,홍성군,126.7320903,36.61406155
금만사거리 구도심,지방자치단체,전라북도,김제시,126.888967,35.800045
금만제1공영주차장,지방자치단체,전라북도,김제시,126.888854,35.798927
금만제2공영주차장,지방자치단체,전라북도,김제시,126.886658,35.799908
금명여자고등학교,교육청,부산광역시,북구,129.0246,35.24429037
금명초등학교,교육청,부산광역시,북구,129.011,35.24169
금모래초등학교,교육청,경기도,시흥시,126.7952003,37.44160032
금반초등학교,교육청,경상남도,함양군,127.736603,35.47710992
금병공원,지방자치단체,경상남도,김해시,128.7361548,35.2969258
금병초등학교,교육청,강원도,춘천시,127.7147426,37.81475622
금붕동 공영주차장,지방자치단체,전라북도,정읍시,126.8880351,35.5517549
금빛공원,지방자치단체,충청북도,음성군,127.587495,36.989783
금빛초등학교,교육청,부산광역시,금정구,129.080361,35.22797751
금사중학교,교육청,부산광역시,금정구,129.1067397,35.22098889
금사초등학교,교육청,부산광역시,금정구,129.1095933,35.21892241
금산고등학교,교육청,충청남도,금산군,127.4943581,36.10630313
금산교육지원청 행정과,교육청,충청남도,금산군,127.48323,36.10359408
금산군청 동편주차장,지방자치단체,충청남도,금산군,127.489056,36.109049
금산군청 후문주차장,지방자치단체,충청남도,금산군,127.48837,36.109371
금산금빛마을 제1 임시공영주차장,지방자치단체,경상남도,양산시,129.025301,35.310214
금산금빛마을 제10임시공영주차장,지방자치단체,경상남도,양산시,129.0267945,35.31338069
금산금빛마을 제11임시공영주차장,지방자치단체,경상남도,양산시,129.0218823,35.31078276
금산금빛마을 제12임시공영주차장,지방자치단체,경상남도,양산시,129.0265048,35.31318495
금산금빛마을 제2 임시공영주차장,지방자치단체,경상남도,양산시,129.022117,35.311449
금산금빛마을 제3 임시공영주차장,지방자치단체,경상남도,양산시,129.024452,35.311709
금산금빛마을 제9임시공영주차장,지방자치단체,경상남도,양산시,129.0213582,35.31269556
금산동,지방자치단체,경기도,안성시,127.2696479,37.0148844
금산동중학교,교육청,충청남도,금산군,127.4810847,36.10629597
금산동초등학교,교육청,충청남도,금산군,127.4985449,36.10406962
금산로1공영주차장,지방자치단체,경기도,군포시,126.9376862,37.36956769
금산로2공영주차장,지방자치단체,경기도,군포시,126.9410533,37.36277162
금산빌딩앞,지방자치단체,경기도,안산시,126.840181,37.31767
금산산업고등학교,교육청,충청남도,금산군,127.4793939,36.10440219
금산여자고등학교 주차장,교육청,충청남도,금산군,127.4834553,36.10475789
금산여자중학교,교육청,충청남도,금산군,127.4830029,36.10574041
금산읍사무소,지방자치단체,충청남도,금산군,127.490653,36.107439
금산중학교,교육청,충청남도,금산군,127.4943581,36.10630313
금산초등학교,교육청,경상남도,김해시,128.7089201,35.29191269
금산초등학교,교육청,경상남도,진주시,128.1443933,35.21530273
금산초등학교,교육청,전라남도,고흥군,127.1288838,34.46167859
금산초등학교 주차장,교육청,충청남도,금산군,127.4899096,36.10379297
금산하이텍고등학교,교육청,충청남도,금산군,127.3738609,36.14234919
금상초등학교,교육청,경기도,성남시,127.1659942,37.44355007
금샘로노상공영주차장,지방자치단체,부산광역시,금정구,129.0848938,35.27169381
금샘초등학교,교육청,부산광역시,금정구,129.0838921,35.26905892
금서면사무소,지방자치단체,경상남도,산청군,127.863469,35.41726
금서초등학교,교육청,경상남도,산청군,127.7919302,35.46113892
금성고등학교,교육청,부산광역시,동구,129.0515092,35.13463713
금성공영주차장,지방자치단체,경상북도,의성군,128.682584,36.253347
금성광고~안동열쇠,지방자치단체,경상북도,안동시,128.7267216,36.56644
금성면사무소,지방자치단체,충청남도,금산군,127.453743,36.131084
금성면주차장,지방자치단체,경상남도,하동군,127.791157,34.961871
금성산성광장 주차장,지방자치단체,부산광역시,금정구,129.0567776,35.24588368
금성시장주차장,지방자치단체,경상북도,의성군,128.685514,36.252185
금성중고등학교,교육청,경상북도,의성군,128.6896337,36.2544776
금성초등학교,교육청,경기도,김포시,126.6324555,37.74486002
금성초등학교,교육청,경상남도,진주시,128.1154788,35.19843972
금성초등학교,교육청,경상북도,의성군,128.6795322,36.26287537
금성초등학교,교육청,대전광역시,유성구,127.3508683,36.38911606
금성초등학교,교육청,부산광역시,금정구,129.0573705,35.25067682
금성초등학교,교육청,충청남도,금산군,127.4540942,36.1309473
금성초등학교 주차장,교육청,충청남도,아산시,126.8797723,36.84466242
금성초등학교금계분교장,교육청,충청남도,금산군,127.4794103,36.16120393
금성탑리공영주차장,지방자치단체,경상북도,의성군,128.6840267,36.25423562
금암동 구.우풍화학 공영주차장,지방자치단체,전라북도,군산시,126.720798,35.985045
금암동 금암동어판장 앞 공영주차장,지방자치단체,전라북도,군산시,126.721015,35.987381
금암리 공영주차장 정비,지방자치단체,충청남도,보령시,126.6507755,36.18775149
금암초등학교,교육청,충청남도,논산시,127.2458223,36.27086541
금양초등학교,교육청,부산광역시,금정구,129.0920244,35.24123522
금오고등학교,교육청,경상북도,구미시,128.3556319,36.10894994
금오공업고등학교,교육청,경상북도,구미시,128.3697439,36.11808527
금오산대주자장,지방자치단체,경상북도,구미시,128.3239794,36.12190409
금오산랜드앞주차장,지방자치단체,경상북도,구미시,128.3155849,36.11330434
금오산상가앞주차장,지방자치단체,경상북도,구미시,128.314857,36.11271199
금오산소주차장,지방자치단체,경상북도,구미시,128.3071564,36.10837039
금오시장앞,지방자치단체,경상북도,구미시,128.3406994,36.12623019
금오여자고등학교,교육청,경상북도,구미시,128.3459186,36.14245673
금오중학교,교육청,경상북도,구미시,128.3703913,36.08528361
금오천주차장,지방자치단체,경상북도,구미시,128.3378932,36.1273953
금오초교후문 공영주차장,지방자치단체,충청남도,예산군,126.786986,36.633361
금오초등학교,교육청,경상북도,구미시,128.3347511,36.1234402
금오초등학교,교육청,충청남도,예산군,126.8335947,36.69036487
금왕생활체육공원,지방자치단체,충청북도,음성군,127.604018,36.993809
금왕읍 공영주차장,지방자치단체,충청북도,음성군,127.5870773,36.9895421
금왕읍 공영주차장,지방자치단체,충청북도,음성군,127.5957995,36.9977735
금왕읍 청소년문화의집,지방자치단체,충청북도,음성군,127.598195,36.992313
금용아파트 인근(5055외2),지방자치단체,강원도,영월군,128.4883025,37.1769717
금음4리 해안 공영주차장,지방자치단체,경상북도,울진군,129.4230424,36.64483032
금일동초등학교,교육청,전라남도,완도군,127.055506,34.3400988
금일중학교,교육청,전라남도,완도군,127.033003,34.351294
금일초등학교,교육청,전라남도,완도군,127.0328754,34.35511634
금장초등학교,교육청,경상북도,경주시,129.2052935,35.87373881
금정구청,지방자치단체,부산광역시,금정구,129.092142,35.243088
금정구청후문외1노상공영주차장,지방자치단체,부산광역시,금정구,129.092375,35.24285455
금정동 주민센터,지방자치단체,경기도,군포시,126.9392714,37.36540019
금정문화회관 부설주차장,지방자치단체,부산광역시,금정구,129.0944742,35.24591915
금정세무서,중앙행정기관,부산광역시,금정구,129.0920483,35.23020928
금정여자고등학교,교육청,부산광역시,금정구,129.1011474,35.22026157
금정역제1공영주차장,지방자치단체,경기도,군포시,126.94485,37.37131158
금정제일공영주차장,지방자치단체,경기도,군포시,126.9438224,37.3605723
금정중학교,교육청,경기도,군포시,126.9390466,37.35663236
금정초등학교,교육청,경기도,군포시,126.941225,37.36646403
금정초등학교,교육청,부산광역시,금정구,129.0848988,35.22802827
금주초등학교,교육청,경기도,포천시,127.2611371,37.97289924
금진항 주차장,지방자치단체,강원도,강릉시,129.0481084,37.6538521
금창동사무소 옆,지방자치단체,인천광역시,동구,126.6400091,37.47241657
금창초등학교,교육청,부산광역시,북구,129.0197456,35.26569046
금천고,교육청,서울특별시,금천구,126.9049018,37.44489502
금천고등학교,교육청,경상북도,청도군,128.8945097,35.68815924
금천당~교육지원청앞사거리,지방자치단체,경상남도,거창군,127.914226,35.680857
금천세무서,중앙행정기관,서울특별시,금천구,126.899712,37.4779279
금천초등학교,교육청,경상북도,청도군,128.8939945,35.67888939
금천초등학교,교육청,전라남도,나주시,126.75593,35.0336436
금촌10 노상주차장,지방자치단체,경기도,파주시,126.7734815,37.7611861
금촌12 노상주차장,지방자치단체,경기도,파주시,126.7708567,37.7614453
금촌14 노상주차장,지방자치단체,경기도,파주시,126.7747469,37.7628337
금촌15 노상주차장,지방자치단체,경기도,파주시,126.7728847,37.7630469
금촌2 공영주차장,지방자치단체,경기도,파주시,126.7678057,37.7518243
금촌2-17 임시공영주차장,지방자치단체,경기도,파주시,126.7750033,37.7591542
금촌2-8 임시공영주차장,지방자치단체,경기도,파주시,126.767955,37.749415
금촌3 공영주차장,지방자치단체,경기도,파주시,126.7650942,37.7512574
금촌8 노상주차장,지방자치단체,경기도,파주시,126.7761356,37.7598307
금촌9 노상주차장,지방자치단체,경기도,파주시,126.7750645,37.7591267
금촌고등학교,교육청,경기도,파주시,126.7787647,37.75019671
금촌역 선로하부 임시공영주차장,지방자치단체,경기도,파주시,126.7754762,37.7674473
금촌중학교,교육청,경기도,파주시,126.7787863,37.75127115
금촌초등학교,교육청,경기도,파주시,126.7697316,37.76204178
금촌통일시장 공영주차장,지방자치단체,경기도,파주시,126.7737598,37.7635147
금파초등학교,교육청,경기도,김포시,126.716781,37.62424133
금학천노상주차장,지방자치단체,경기도,용인시,127.20343,37.23682
금향초등학교,교육청,경기도,파주시,126.7767807,37.75259449
금호공업고등학교,교육청,경상북도,영천시,128.8736683,35.9323833
금호아파트앞 주차장,지방자치단체,전라북도,남원시,127.374058,35.407709
금호어울림 주변,지방자치단체,경기도,용인시,127.194811,37.236234
금호중학교,교육청,경상북도,영천시,128.8736683,35.9323833
금호지 주차장,지방자치단체,경상남도,진주시,128.074939,35.187808
금호초등학교,교육청,경상남도,진주시,128.1436601,35.2190172
금호초등학교,교육청,광주광역시,서구,126.859228,35.14272415
금화계곡,지방자치단체,경상북도,칠곡군,128.5539861,36.051379
기린면사무소 주차장,지방자치단체,강원도,인제군,128.2042224,38.124766
기린제1공영주차장,지방자치단체,강원도,인제군,128.3174588,37.9570302
기린중·고등학교,교육청,강원도,인제군,128.3116906,37.94620685
기북초등학교,교육청,경상북도,포항시,129.1723426,36.1320353
기쁨교회부지 컬링경기장,지방자치단체,강원도,강릉시,128.891157,37.775128
기산동,지방자치단체,경기도,화성시,127.0546536,37.21642427
기산초등학교,교육청,경기도,화성시,127.0507334,37.22460078
기산초등학교,교육청,전라남도,함평군,126.517408,35.0682238
기상통신소,중앙행정기관,경상북도,김천시,128.1975758,36.12968806
기성동공영주차장,지방자치단체,대전광역시,서구,127.341218,36.254184
기성동제1공한지무료주차장,지방자치단체,대전광역시,서구,127.317395,36.252815
기성중학교,교육청,대전광역시,서구,127.3411542,36.25111009
기성초등학교,교육청,경상남도,거제시,128.5514903,34.90107949
기성초등학교,교육청,경상북도,울진군,129.4493165,36.79788853
기성초등학교,교육청,대전광역시,서구,127.337625,36.24877151
기성초등학교구산분교장,교육청,경상북도,울진군,129.4657021,36.75580236
기성초등학교사동분교장,교육청,경상북도,울진군,129.4374777,36.82976715
기안중학교,교육청,경기도,화성시,126.9753192,37.22434165
기안초등학교,교육청,경기도,화성시,126.9821455,37.22536277
기업사랑공원 공영주차장,지방자치단체,경상남도,창원시,128.6934215,35.2058753
기장군청,지방자치단체,부산광역시,기장군,129.222983,35.244291
기장군청 신천리 공영주차장,지방자치단체,부산광역시,기장군,129.223861,35.2432535
기장읍사무소,지방자치단체,부산광역시,기장군,129.215811,35.238698
기장초등학교,교육청,부산광역시,기장군,129.2118,35.24606
기적의도서관,지방자치단체,경상남도,김해시,128.8103319,35.17567979
기족리공영주차장,지방자치단체,경상북도,고령군,128.3448039,35.75084301
기지리 공영주차장,지방자치단체,경기도,포천시,127.229886,37.9395229
기지유치원,교육청,충청남도,당진시,126.6887831,36.91190761
기차마을 전통시장,지방자치단체,전라남도,곡성군,127.2984376,35.27976851
기차마을 제1주차장,지방자치단체,전라남도,곡성군,127.3065385,35.2811794
기차마을 제2주차장,지방자치단체,전라남도,곡성군,127.3069465,35.27849869
기차마을 제3주차장,지방자치단체,전라남도,곡성군,127.3094091,35.27674148
기초과학연구원 방문자주차장,공공기관,대전광역시,유성구,127.3844679,36.38023246
기후변화체험교육관,지방자치단체,부산광역시,북구,129.008102,35.232811
기흥구 맛깔촌 주변,지방자치단체,경기도,용인시,127.107518,37.270103
기흥구청,지방자치단체,경기도,용인시,127.1146592,37.28012941
기흥구청 인근 도로,지방자치단체,경기도,용인시,127.115907,37.277832
기흥노상,지방자치단체,경기도,용인시,127.1058725,37.27198043
기흥동,지방자치단체,경기도,용인시,127.116151,37.232368
기흥중학교 주변,지방자치단체,경기도,용인시,127.106644,37.278957
기흥초등학교,교육청,경기도,용인시,127.1098018,37.23191888
길곡초등학교,교육청,경상남도,창녕군,128.5677939,35.38502556
길동초,교육청,서울특별시,강동구,127.1449729,37.53859168
길성이식당 위,지방자치단체,강원도,영월군,128.4688413,37.182561
길안중학교,교육청,경상북도,안동시,128.8946107,36.4590377
길안초길송분교장,교육청,경상북도,안동시,128.928762,36.36896885
길안초등학교,교육청,경상북도,안동시,128.8961109,36.45486558
길원여자고등학교,교육청,경상북도,안동시,128.7351215,36.57936203
길원초,교육청,서울특별시,성북구,127.0167996,37.60906464
길음초,교육청,서울특별시,성북구,127.01666,37.61363115
길주중학교,교육청,경상북도,안동시,128.7551302,36.5548968
길주초등학교,교육청,경상북도,안동시,128.7604289,36.5556003
길천 일반산업단지 공영주차장,지방자치단체,울산광역시,울주군,129.061923,35.6031952
김광석길공영주차장,지방자치단체,대구광역시,중구,128.6064066,35.85929974
김량장 공영,지방자치단체,경기도,용인시,127.1983491,37.23243746
김밥천국~충북도립대,지방자치단체,충청북도,옥천군,127.569292,36.300989
김삿갓계곡 든돌마을,지방자치단체,강원도,영월군,128.604662,37.1142236
김삿갓박물관 앞,지방자치단체,강원도,영월군,128.6017339,37.0808994
김윤기 가옥 근처 주차장1,지방자치단체,강원도,강릉시,128.9002964,37.7472512
김윤기 가옥 근처 주차장2,지방자치단체,강원도,강릉시,128.902552,37.747556
김윤기 가옥 근처 주차장3,지방자치단체,강원도,강릉시,128.9009653,37.7469208
김재왕내과앞,지방자치단체,경상북도,안동시,128.733159,36.565441
김제교육문화회관,교육청,전라북도,김제시,126.8921612,35.80682628
김제교육지원청,교육청,전라북도,김제시,126.8914708,35.80682566
김제역 인근 공영주차장,지방자치단체,전라북도,김제시,126.902945,35.794029
김천고등학교,교육청,경상북도,김천시,128.094587,36.123568
김천동부초등학교,교육청,경상북도,김천시,128.1382484,36.11864522
김천모암초등학교,교육청,경상북도,김천시,128.1238011,36.12585756
김천생명과학고등학교,교육청,경상북도,김천시,128.1021759,36.13632815
김천서부초등학교,교육청,경상북도,김천시,128.1070223,36.1227916
김천여자고등학교,교육청,경상북도,김천시,128.1229473,36.12580789
김천예술고등학교,교육청,경상북도,김천시,128.0958438,36.13774035
김천유치원,교육청,경상북도,김천시,128.0925157,36.1405393
김천중앙고등학교,교육청,경상북도,김천시,128.105508,36.08778592
김천중앙중학교,교육청,경상북도,김천시,128.084222,36.14142681
김천중학교,교육청,경상북도,김천시,128.0914627,36.12226718
김포2,지방자치단체,경기도,김포시,126.7129712,37.62349151
김포고등학교,교육청,경기도,김포시,126.713009,37.61839978
김포구래초등학교,교육청,경기도,김포시,126.628444,37.64009352
김포금빛초등학교,교육청,경기도,김포시,126.6793522,37.63541531
김포대명초등학교,교육청,경기도,김포시,126.553575,37.64842669
김포서초등학교,교육청,경기도,김포시,126.7017278,37.6290236
김포세무서,중앙행정기관,경기도,김포시,126.666996,37.6405232
김포여자중학교,교육청,경기도,김포시,126.713009,37.61839978
김포제일고등학교,교육청,경기도,김포시,126.6774675,37.65307147
김포제일공업고등학교,교육청,경기도,김포시,126.7107549,37.62070449
김포중학교,교육청,경기도 ,김포시,126.7079972,37.6221982
김포한가람유치원,교육청,경기도,김포시,126.6218833,37.6477392
김포호수초등학교,교육청,경기도,김포시,126.6334551,37.64996167
김해가야테마파크,지방자치단체,경상남도,김해시,128.8911863,35.2522432
김해가야테마파크(확장),지방자치단체,경상남도,김해시,128.8911863,35.2522432
김해건설공업고등학교,교육청,경상남도,김해시,128.8759266,35.23954528
김해경원고등학교,교육청,경상남도,김해시,128.8618172,35.23185637
김해고등학교,교육청,경상남도,김해시,128.8960809,35.23139335
김해교육지원청,교육청,경상남도,김해시,129.1699875,35.41239564
김해구지초등학교,교육청,경상남도,김해시,128.8697306,35.25298107
김해내동초등학교,교육청,경상남도,김해시,128.8589373,35.24264984
김해대곡중학교,교육청,경상남도,김해시,128.898515,35.24356439
김해대동중학교,교육청,경상남도,김해시,128.9936485,35.23865485
김해동광초등학교,교육청,경상남도,김해시,128.8871928,35.23644916
김해모산초등학교,교육청,경상남도,김해시,128.8267849,35.16858275
김해문화의전당 주차장,지방자치단체,경상남도,김해시,128.8694108,35.24373381
김해봉황초등학교,교육청,경상남도,김해시,129.1699875,35.41239564
김해분성여자고등학교,교육청,경상남도,김해시,128.8738687,35.26662385
김해삼문고등학교,교육청,경상남도,김해시,128.7967691,35.19861147
김해삼방고등학교,교육청,경상남도,김해시,128.9030254,35.25534178
김해삼성초등학교,교육청,경상남도,김해시,128.9006647,35.23307866
김해서부문화센터 주차장,지방자치단체,경상남도,김해시,128.8209441,35.17260447
김해세무서,중앙행정기관,경상남도,김해시,128.8856791,35.23027694
김해세무서 밀양지서,중앙행정기관,경상남도,밀양시,128.7575397,35.48450219
김해시노인종합복지관 주차장,공공기관,경상남도,김해시,128.8647921,35.25637185
김해시동부노인종합복지관,공공기관,경상남도,김해시,128.907042,35.25748425
김해시서부노인종합복지관,공공기관,경상남도,김해시,128.7979675,35.18008851
김해시여성센터,공공기관,경상남도,김해시,128.9067919,35.25812028
김해시치매안심센터,지방자치단체,경상남도,김해시,128.9226668,35.22998273
김해여고,지방자치단체,경상남도,김해시,128.8810332,35.24055111
김해여자고등학교,교육청,경상남도,김해시,128.8810336,35.24055291
김해여자중학교,교육청,경상남도,김해시,128.8777008,35.24019103
김해여중,지방자치단체,경상남도,김해시,128.8777032,35.24019189
김해여중앞,지방자치단체,경상남도,김해시,128.8780574,35.2379034
김해영운고등학교,교육청,경상남도,김해시,129.1699875,35.41239564
김해유치원,교육청,경상남도,김해시,128.908167,35.25389027
김해율하고등학교,교육청,경상남도,김해시,129.1699875,35.41239564
김해은혜학교,교육청,경상남도,김해시,129.1699875,35.41239564
김해임호고등학교,교육청,경상남도,김해시,128.8527201,35.23826864
김해제일고등학교,교육청,경상남도,김해시,128.8538737,35.23962708
김해중,지방자치단체,경상남도,김해시,128.8861354,35.23110658
김해중소기업비즈니스센터 주차장,지방자치단체,경상남도,김해시,128.8316544,35.21319056
김해중앙여자고등학교,교육청,경상남도,김해시,128.8886173,35.23260078
김해합성초등학교,교육청,경상남도,김해시,128.880242,35.23732635
김해활천초등학교,교육청,경상남도,김해시,128.9194783,35.23181885
김화중·공업고등학교,교육청,강원도,철원군,127.4351489,38.24260343
